8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01
8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,8.397239999999999149e-01,9.565019999999999634e-01,9.210810000000000386e-01,8.911219999999999697e-01,8.655010000000000758e-01,8.433949999999998948e-01,8.241549999999999709e-01,8.072699999999999321e-01,7.923599999999999532e-01,7.790960000000000107e-01
